Date,equity,equity_pre_tax
2010-01-04,1.0,1.0
2010-01-05,1.0,1.0
2010-01-06,0.9819032203982353,0.9819032203982353
2010-01-07,0.9838191971979231,0.9838191971979231
2010-01-08,1.0081110881190252,1.0081110881190252
2010-01-11,0.99576612807618,0.99576612807618
2010-01-12,0.9583939056049111,0.9583939056049111
2010-01-13,0.9941914825053606,0.9941914825053606
2010-01-14,0.9967660868197249,0.9967660868197249
2010-01-15,0.9619573213807412,0.9619573213807412
2010-01-19,1.0085348675150252,1.0085348675150252
2010-01-20,0.9650234955330845,0.9650234955330845
2010-01-21,0.9379141972265046,0.9379141972265046
2010-01-22,0.8556490163959448,0.8556490163959448
2010-01-25,0.8643675786011947,0.8643675786011947
2010-01-26,0.8667077545547974,0.8667077545547974
2010-01-27,0.8872264949457636,0.8872264949457636
2010-01-28,0.8187509621692013,0.8187509621692013
2010-01-29,0.7758865397577227,0.7758865397577227
2010-02-01,0.8014531600548068,0.8014531600548068
2010-02-02,0.8231285929857756,0.8231285929857756
2010-02-03,0.8367066451272248,0.8367066451272248
2010-02-04,0.7640725618785369,0.7640725618785369
2010-02-05,0.7834354088724793,0.7834354088724793
2010-02-08,0.7664823888521296,0.7664823888521296
2010-02-09,0.7901938604479922,0.7901938604479922
2010-02-10,0.7852459499846693,0.7852459499846693
2010-02-11,0.8208385048791113,0.8208385048791113
2010-02-12,0.8241973589790601,0.8241973589790601
2010-02-16,0.8561238367073123,0.8561238367073123
2010-02-17,0.870652222974876,0.870652222974876
2010-02-18,0.8871581243710821,0.8871581243710821
2010-02-19,0.8871581243710821,0.8871581243710821
2010-02-22,0.8809299799123127,0.8809299799123127
2010-02-23,0.8465366603624636,0.8465366603624636
2010-02-24,0.8721361445434337,0.8721361445434337
2010-02-25,0.8716391137848277,0.8716391137848277
2010-02-26,0.8825126913073396,0.8825126913073396
2010-03-01,0.920367329030302,0.920367329030302
2010-03-02,0.9259009223395707,0.9259009223395707
2010-03-03,0.9310433861619192,0.9310433861619192
2010-03-04,0.9413213208854863,0.9413213208854863
2010-03-05,0.9829294386558828,0.9829294386558828
2010-03-08,0.9881708108287872,0.9881708108287872
2010-03-09,1.0056634845108583,1.0056634845108583
2010-03-10,1.0302724036351814,1.0302724036351814
2010-03-11,1.0397606123674306,1.0397606123674306
2010-03-12,1.042132990491732,1.042132990491732
2010-03-15,1.0351151793036881,1.0351151793036881
2010-03-16,1.0546877729255226,1.0546877729255226
2010-03-17,1.0620013017104957,1.0620013017104957
2010-03-18,1.072772652208017,1.072772652208017
2010-03-19,1.0537957606471708,1.0537957606471708
2010-03-22,1.0822607424161792,1.0822607424161792
2010-03-23,1.1048961169687725,1.1048961169687725
2010-03-24,1.0891794674675366,1.0891794674675366
2010-03-25,1.0823594729806048,1.0823594729806048
2010-03-26,1.0879955303630378,1.0879955303630378
2010-03-29,1.1029187796262605,1.1029187796262605
2010-03-30,1.114483174789534,1.114483174789534
2010-03-31,1.0994613134859728,1.0994613134859728
2010-04-01,1.0972865150146096,1.0972865150146096
2010-04-05,1.1290115017950544,1.1290115017950544
2010-04-06,1.137611728067908,1.137611728067908
2010-04-07,1.1311865373145915,1.1311865373145915
2010-04-08,1.1352394684676932,1.1352394684676932
2010-04-09,1.155696607350402,1.155696607350402
2010-04-12,1.1603419218900575,1.1603419218900575
2010-04-13,1.1778388031772151,1.1778388031772151
2010-04-14,1.219348190383186,1.219348190383186
2010-04-15,1.235656630650541,1.235656630650541
2010-04-16,1.191672341985061,1.191672341985061
2010-04-19,1.1897974094536699,1.1897974094536699
2010-04-20,1.20738887296221,1.20738887296221
2010-04-21,1.228639175034758,1.228639175034758
2010-04-22,1.2468261035561123,1.2468261035561123
2010-04-23,1.2633322420004924,1.2633322420004924
2010-04-26,1.253942526784495,1.253942526784495
2010-04-27,1.1765519871652481,1.1765519871652481
2010-04-28,1.17931857640273,1.17931857640273
2010-04-29,1.2395128118193133,1.2395128118193133
2010-04-30,1.166471513570532,1.166471513570532
2010-05-03,1.214110610981064,1.214110610981064
2010-05-04,1.106774960795033,1.106774960795033
2010-05-05,1.088587558177331,1.088587558177331
2010-05-06,0.9819426663700184,0.9819426663700184
2010-05-07,0.9104840795162639,0.9104840795162639
2010-05-10,1.0462850077815207,1.0462850077815207
2010-05-11,1.0455940123546283,1.0455940123546283
2010-05-12,1.1019320666024395,1.1019320666024395
2010-05-13,1.0521181707205443,1.0521181707205443
2010-05-14,0.9873776476389484,0.9873776476389484
2010-05-17,1.0007217412297524,1.0007217412297524
2010-05-18,0.9624726553454354,0.9624726553454354
2010-05-19,0.9370705730312728,0.9370705730312728
2010-05-20,0.8422858532462065,0.8422858532462065
2010-05-21,0.8587862553309172,0.8587862553309172
2010-05-24,0.8579274690755864,0.8579274690755864
2010-05-25,0.8578493056188342,0.8578493056188342
2010-05-26,0.8576936404843615,0.8576936404843615
2010-05-27,0.8579274690755863,0.8579274690755863
2010-05-28,0.8460778054235694,0.8460778054235694
2010-06-01,0.8298264782210776,0.8298264782210776
2010-06-02,0.8705277786650385,0.8705277786650385
2010-06-03,0.8922553968247617,0.8922553968247617
2010-06-04,0.80414966036397,0.80414966036397
2010-06-07,0.7733309793549479,0.7733309793549479
2010-06-08,0.7728387133231258,0.7728387133231258
