Date,asset,side,notional,cost,realized_gain
2010-02-11,TQQQ,BUY,0.1,0.0,0.0
2010-10-01,TQQQ,BUY,0.9311295349915344,0.0009311295349915344,0.0
2011-06-09,TQQQ,SELL,1.288936629026125,0.001288936629026125,0.3895046765074263
2011-06-16,TQQQ,SELL,0.14230132735484394,0.00014230132735484395,0.03472589687580163
2011-06-22,TQQQ,BUY,0.1419666174316155,0.0001419666174316155,0.0
2011-06-27,TQQQ,SELL,0.14159560497703477,0.00014159560497703478,0.010276206328896139
2011-06-28,TQQQ,BUY,0.14221681061592278,0.00014221681061592277,0.0
2011-07-01,TQQQ,BUY,1.3448712753040275,0.0013448712753040277,0.0
2011-08-05,TQQQ,SELL,1.2037530202795157,0.0012037530202795158,-0.300491480884263
2011-09-16,TQQQ,BUY,0.12067782230281343,0.00012067782230281343,0.0
2011-09-20,TQQQ,BUY,1.0700058244146262,0.0010700058244146264,0.0
2011-09-22,TQQQ,SELL,1.1273044165694999,0.0011273044165694998,-0.19246231672365594
2011-10-12,TQQQ,BUY,0.11290024425118679,0.00011290024425118679,0.0
2011-10-13,TQQQ,BUY,1.0424655346182883,0.0010424655346182885,0.0
2011-11-21,TQQQ,SELL,1.0310583733903793,0.0010310583733903794,-0.32739195402998905
2011-12-01,TQQQ,BUY,0.10331657890357314,0.00010331657890357313,0.0
2011-12-05,TQQQ,BUY,0.9585725391620802,0.0009585725391620803,0.0
2011-12-15,TQQQ,SELL,0.9366710322847298,0.0009366710322847298,-0.3484669113585733
2011-12-21,TQQQ,BUY,0.09326775992097253,9.326775992097252e-05,0.0
2011-12-27,TQQQ,BUY,0.09332079155563111,9.332079155563112e-05,0.0
2011-12-28,TQQQ,BUY,0.8121698501614609,0.0008121698501614609,0.0
2012-06-06,TQQQ,SELL,1.0558673018535223,0.0010558673018535225,0.1320665942076845
2012-06-07,TQQQ,BUY,1.0430884663566673,0.0010430884663566674,0.0
2012-10-25,TQQQ,SELL,1.1722490432859738,0.001172249043285974,0.13911458887616762
2012-11-08,TQQQ,SELL,0.1296563661538794,0.00012965636615387943,0.0037548184885793953
